"Content","Type","ID","Flavour","BrewID","Volume","Name"
18,"IBU",1920,"Altbier",270,"12","Alaskan Amber"
18,"IBU",1920,"Altbier",270,"16",NA
18,"IBU",1920,"Altbier",270,"24",NA
18,"IBU",1920,"Altbier",270,"32",NA
18,"IBU",1920,"Altbier",270,"Other",NA
43,"IBU",2339,"Altbier",144,"12","Little Red Cap"
43,"IBU",2339,"Altbier",144,"16",NA
43,"IBU",2339,"Altbier",144,"24",NA
43,"IBU",2339,"Altbier",144,"32",NA
43,"IBU",2339,"Altbier",144,"Other",NA
NA,"IBU",2354,"Altbier",121,"12",NA
NA,"IBU",2354,"Altbier",121,"16","Lighthouse Amber"
NA,"IBU",2354,"Altbier",121,"24",NA
NA,"IBU",2354,"Altbier",121,"32",NA
NA,"IBU",2354,"Altbier",121,"Other",NA
40,"IBU",2377,"Altbier",122,"12","Main St. Virginia Ale"
40,"IBU",2377,"Altbier",122,"16",NA
40,"IBU",2377,"Altbier",122,"24",NA
40,"IBU",2377,"Altbier",122,"32",NA
40,"IBU",2377,"Altbier",122,"Other",NA
29,"IBU",2605,"Altbier",25,"12",NA
29,"IBU",2605,"Altbier",25,"16","Tip Off"
29,"IBU",2605,"Altbier",25,"24",NA
29,"IBU",2605,"Altbier",25,"32",NA
29,"IBU",2605,"Altbier",25,"Other",NA
0.051,"AP",502,"Altbier",395,"12","Alteration"
0.051,"AP",502,"Altbier",395,"16",NA
0.051,"AP",502,"Altbier",395,"24",NA
0.051,"AP",502,"Altbier",395,"32",NA
0.051,"AP",502,"Altbier",395,"Other",NA
0.046,"AP",573,"Altbier",268,"12","Long Trail Ale (1)"
0.046,"AP",573,"Altbier",268,"16",NA
0.046,"AP",573,"Altbier",268,"24",NA
0.046,"AP",573,"Altbier",268,"32",NA
0.046,"AP",573,"Altbier",268,"Other",NA
0.06,"AP",582,"Altbier",71,"12","Balt Altbier"
0.06,"AP",582,"Altbier",71,"16",NA
0.06,"AP",582,"Altbier",71,"24",NA
0.06,"AP",582,"Altbier",71,"32",NA
0.06,"AP",582,"Altbier",71,"Other",NA
0.055,"AP",936,"Altbier",490,"12",NA
0.055,"AP",936,"Altbier",490,"16","Loafin Bräu"
0.055,"AP",936,"Altbier",490,"24",NA
0.055,"AP",936,"Altbier",490,"32",NA
0.055,"AP",936,"Altbier",490,"Other",NA
0.072,"AP",1090,"Altbier",268,"12",NA
0.072,"AP",1090,"Altbier",268,"16","Double Bag"
0.072,"AP",1090,"Altbier",268,"24",NA
0.072,"AP",1090,"Altbier",268,"32",NA
0.072,"AP",1090,"Altbier",268,"Other",NA
0.05,"AP",1129,"Altbier",200,"12",NA
0.05,"AP",1129,"Altbier",200,"16","Occidental Altbier"
0.05,"AP",1129,"Altbier",200,"24",NA
0.05,"AP",1129,"Altbier",200,"32",NA
0.05,"AP",1129,"Altbier",200,"Other",NA
0.05,"AP",1248,"Altbier",122,"12","Main St. Virginia Ale"
0.05,"AP",1248,"Altbier",122,"16",NA
0.05,"AP",1248,"Altbier",122,"24",NA
0.05,"AP",1248,"Altbier",122,"32",NA
0.05,"AP",1248,"Altbier",122,"Other",NA
0.053,"AP",1597,"Altbier",364,"12","Altus Bohemes Altbier"
0.053,"AP",1597,"Altbier",364,"16",NA
0.053,"AP",1597,"Altbier",364,"24",NA
0.053,"AP",1597,"Altbier",364,"32",NA
0.053,"AP",1597,"Altbier",364,"Other",NA
0.053,"AP",1920,"Altbier",270,"12","Alaskan Amber"
0.053,"AP",1920,"Altbier",270,"16",NA
0.053,"AP",1920,"Altbier",270,"24",NA
0.053,"AP",1920,"Altbier",270,"32",NA
0.053,"AP",1920,"Altbier",270,"Other",NA
0.063,"AP",2339,"Altbier",144,"12","Little Red Cap"
0.063,"AP",2339,"Altbier",144,"16",NA
0.063,"AP",2339,"Altbier",144,"24",NA
0.063,"AP",2339,"Altbier",144,"32",NA
0.063,"AP",2339,"Altbier",144,"Other",NA
0.052,"AP",2354,"Altbier",121,"12",NA
0.052,"AP",2354,"Altbier",121,"16","Lighthouse Amber"
0.052,"AP",2354,"Altbier",121,"24",NA
0.052,"AP",2354,"Altbier",121,"32",NA
0.052,"AP",2354,"Altbier",121,"Other",NA
0.05,"AP",2377,"Altbier",122,"12","Main St. Virginia Ale"
0.05,"AP",2377,"Altbier",122,"16",NA
0.05,"AP",2377,"Altbier",122,"24",NA
0.05,"AP",2377,"Altbier",122,"32",NA
0.05,"AP",2377,"Altbier",122,"Other",NA
0.052,"AP",2605,"Altbier",25,"12",NA
0.052,"AP",2605,"Altbier",25,"16","Tip Off"
0.052,"AP",2605,"Altbier",25,"24",NA
0.052,"AP",2605,"Altbier",25,"32",NA
0.052,"AP",2605,"Altbier",25,"Other",NA
NA,"IBU",97,"American Adjunct Lager",229,"12","Lazy Daze Lager"
NA,"IBU",97,"American Adjunct Lager",229,"16",NA
NA,"IBU",97,"American Adjunct Lager",229,"24",NA
NA,"IBU",97,"American Adjunct Lager",229,"32",NA
NA,"IBU",97,"American Adjunct Lager",229,"Other",NA
9,"IBU",138,"American Adjunct Lager",131,"12","Point Special Lager"
9,"IBU",138,"American Adjunct Lager",131,"16",NA
9,"IBU",138,"American Adjunct Lager",131,"24",NA
9,"IBU",138,"American Adjunct Lager",131,"32",NA
9,"IBU",138,"American Adjunct Lager",131,"Other",NA
15,"IBU",467,"American Adjunct Lager",233,"12","Joseph James American Lager"
15,"IBU",467,"American Adjunct Lager",233,"16",NA
15,"IBU",467,"American Adjunct Lager",233,"24",NA
15,"IBU",467,"American Adjunct Lager",233,"32",NA
15,"IBU",467,"American Adjunct Lager",233,"Other",NA
16,"IBU",878,"American Adjunct Lager",155,"12","Lawnmower Lager"
16,"IBU",878,"American Adjunct Lager",155,"16",NA
16,"IBU",878,"American Adjunct Lager",155,"24",NA
16,"IBU",878,"American Adjunct Lager",155,"32",NA
16,"IBU",878,"American Adjunct Lager",155,"Other",NA
NA,"IBU",1039,"American Adjunct Lager",473,"12",NA
NA,"IBU",1039,"American Adjunct Lager",473,"16","Underachiever"
NA,"IBU",1039,"American Adjunct Lager",473,"24",NA
NA,"IBU",1039,"American Adjunct Lager",473,"32",NA
NA,"IBU",1039,"American Adjunct Lager",473,"Other",NA
NA,"IBU",1280,"American Adjunct Lager",229,"12",NA
NA,"IBU",1280,"American Adjunct Lager",229,"16","Lazy Daze Lager"
NA,"IBU",1280,"American Adjunct Lager",229,"24",NA
NA,"IBU",1280,"American Adjunct Lager",229,"32",NA
NA,"IBU",1280,"American Adjunct Lager",229,"Other",NA
9,"IBU",2115,"American Adjunct Lager",131,"12",NA
9,"IBU",2115,"American Adjunct Lager",131,"16","Point Special Lager"
9,"IBU",2115,"American Adjunct Lager",131,"24",NA
9,"IBU",2115,"American Adjunct Lager",131,"32",NA
9,"IBU",2115,"American Adjunct Lager",131,"Other",NA
9,"IBU",2121,"American Adjunct Lager",131,"12","Point Special (2012)"
9,"IBU",2121,"American Adjunct Lager",131,"16",NA
9,"IBU",2121,"American Adjunct Lager",131,"24",NA
9,"IBU",2121,"American Adjunct Lager",131,"32",NA
9,"IBU",2121,"American Adjunct Lager",131,"Other",NA
9,"IBU",2122,"American Adjunct Lager",131,"12","Point Special (2013)"
9,"IBU",2122,"American Adjunct Lager",131,"16",NA
9,"IBU",2122,"American Adjunct Lager",131,"24",NA
9,"IBU",2122,"American Adjunct Lager",131,"32",NA
9,"IBU",2122,"American Adjunct Lager",131,"Other",NA
19,"IBU",2212,"American Adjunct Lager",38,"12","Twisted X"
19,"IBU",2212,"American Adjunct Lager",38,"16",NA
19,"IBU",2212,"American Adjunct Lager",38,"24",NA
19,"IBU",2212,"American Adjunct Lager",38,"32",NA
19,"IBU",2212,"American Adjunct Lager",38,"Other",NA
9,"IBU",2228,"American Adjunct Lager",131,"12","Point Special"
9,"IBU",2228,"American Adjunct Lager",131,"16",NA
9,"IBU",2228,"American Adjunct Lager",131,"24",NA
9,"IBU",2228,"American Adjunct Lager",131,"32",NA
9,"IBU",2228,"American Adjunct Lager",131,"Other",NA
8,"IBU",2233,"American Adjunct Lager",129,"12","American Lager"
8,"IBU",2233,"American Adjunct Lager",129,"16",NA
8,"IBU",2233,"American Adjunct Lager",129,"24",NA
8,"IBU",2233,"American Adjunct Lager",129,"32",NA
8,"IBU",2233,"American Adjunct Lager",129,"Other",NA
NA,"IBU",2273,"American Adjunct Lager",134,"12","Boxer"
NA,"IBU",2273,"American Adjunct Lager",134,"16",NA
NA,"IBU",2273,"American Adjunct Lager",134,"24",NA
NA,"IBU",2273,"American Adjunct Lager",134,"32",NA
NA,"IBU",2273,"American Adjunct Lager",134,"Other",NA
NA,"IBU",2274,"American Adjunct Lager",134,"12","Boxer Ice"
NA,"IBU",2274,"American Adjunct Lager",134,"16",NA
NA,"IBU",2274,"American Adjunct Lager",134,"24",NA
NA,"IBU",2274,"American Adjunct Lager",134,"32",NA
NA,"IBU",2274,"American Adjunct Lager",134,"Other",NA
NA,"IBU",2276,"American Adjunct Lager",134,"12",NA
NA,"IBU",2276,"American Adjunct Lager",134,"16",NA
NA,"IBU",2276,"American Adjunct Lager",134,"24","Boxer"
NA,"IBU",2276,"American Adjunct Lager",134,"32",NA
NA,"IBU",2276,"American Adjunct Lager",134,"Other",NA
9,"IBU",2365,"American Adjunct Lager",131,"12","Point Special"
9,"IBU",2365,"American Adjunct Lager",131,"16",NA
9,"IBU",2365,"American Adjunct Lager",131,"24",NA
9,"IBU",2365,"American Adjunct Lager",131,"32",NA
9,"IBU",2365,"American Adjunct Lager",131,"Other",NA
9,"IBU",2366,"American Adjunct Lager",131,"12","Point Special (Current)"
9,"IBU",2366,"American Adjunct Lager",131,"16",NA
9,"IBU",2366,"American Adjunct Lager",131,"24",NA
9,"IBU",2366,"American Adjunct Lager",131,"32",NA
9,"IBU",2366,"American Adjunct Lager",131,"Other",NA
NA,"IBU",2369,"American Adjunct Lager",129,"12","Straub Beer (Current)"
NA,"IBU",2369,"American Adjunct Lager",129,"16",NA
NA,"IBU",2369,"American Adjunct Lager",129,"24",NA
NA,"IBU",2369,"American Adjunct Lager",129,"32",NA
NA,"IBU",2369,"American Adjunct Lager",129,"Other",NA
0.055,"AP",97,"American Adjunct Lager",229,"12","Lazy Daze Lager"
0.055,"AP",97,"American Adjunct Lager",229,"16",NA
0.055,"AP",97,"American Adjunct Lager",229,"24",NA
0.055,"AP",97,"American Adjunct Lager",229,"32",NA
0.055,"AP",97,"American Adjunct Lager",229,"Other",NA
0.047,"AP",138,"American Adjunct Lager",131,"12","Point Special Lager"
0.047,"AP",138,"American Adjunct Lager",131,"16",NA
0.047,"AP",138,"American Adjunct Lager",131,"24",NA
0.047,"AP",138,"American Adjunct Lager",131,"32",NA
0.047,"AP",138,"American Adjunct Lager",131,"Other",NA
0.052,"AP",467,"American Adjunct Lager",233,"12","Joseph James American Lager"
0.052,"AP",467,"American Adjunct Lager",233,"16",NA
0.052,"AP",467,"American Adjunct Lager",233,"24",NA
0.052,"AP",467,"American Adjunct Lager",233,"32",NA
0.052,"AP",467,"American Adjunct Lager",233,"Other",NA
0.039,"AP",878,"American Adjunct Lager",155,"12","Lawnmower Lager"
0.039,"AP",878,"American Adjunct Lager",155,"16",NA
0.039,"AP",878,"American Adjunct Lager",155,"24",NA
0.039,"AP",878,"American Adjunct Lager",155,"32",NA
0.039,"AP",878,"American Adjunct Lager",155,"Other",NA
0.05,"AP",1039,"American Adjunct Lager",473,"12",NA
0.05,"AP",1039,"American Adjunct Lager",473,"16","Underachiever"
0.05,"AP",1039,"American Adjunct Lager",473,"24",NA
0.05,"AP",1039,"American Adjunct Lager",473,"32",NA
0.05,"AP",1039,"American Adjunct Lager",473,"Other",NA
0.055,"AP",1280,"American Adjunct Lager",229,"12",NA
0.055,"AP",1280,"American Adjunct Lager",229,"16","Lazy Daze Lager"
0.055,"AP",1280,"American Adjunct Lager",229,"24",NA
0.055,"AP",1280,"American Adjunct Lager",229,"32",NA
0.055,"AP",1280,"American Adjunct Lager",229,"Other",NA
0.047,"AP",2115,"American Adjunct Lager",131,"12",NA
0.047,"AP",2115,"American Adjunct Lager",131,"16","Point Special Lager"
0.047,"AP",2115,"American Adjunct Lager",131,"24",NA
0.047,"AP",2115,"American Adjunct Lager",131,"32",NA
0.047,"AP",2115,"American Adjunct Lager",131,"Other",NA
0.047,"AP",2121,"American Adjunct Lager",131,"12","Point Special (2012)"
0.047,"AP",2121,"American Adjunct Lager",131,"16",NA
0.047,"AP",2121,"American Adjunct Lager",131,"24",NA
0.047,"AP",2121,"American Adjunct Lager",131,"32",NA
0.047,"AP",2121,"American Adjunct Lager",131,"Other",NA
0.047,"AP",2122,"American Adjunct Lager",131,"12","Point Special (2013)"
0.047,"AP",2122,"American Adjunct Lager",131,"16",NA
0.047,"AP",2122,"American Adjunct Lager",131,"24",NA
0.047,"AP",2122,"American Adjunct Lager",131,"32",NA
0.047,"AP",2122,"American Adjunct Lager",131,"Other",NA
0.051,"AP",2212,"American Adjunct Lager",38,"12","Twisted X"
0.051,"AP",2212,"American Adjunct Lager",38,"16",NA
0.051,"AP",2212,"American Adjunct Lager",38,"24",NA
0.051,"AP",2212,"American Adjunct Lager",38,"32",NA
0.051,"AP",2212,"American Adjunct Lager",38,"Other",NA
0.047,"AP",2228,"American Adjunct Lager",131,"12","Point Special"
0.047,"AP",2228,"American Adjunct Lager",131,"16",NA
0.047,"AP",2228,"American Adjunct Lager",131,"24",NA
0.047,"AP",2228,"American Adjunct Lager",131,"32",NA
0.047,"AP",2228,"American Adjunct Lager",131,"Other",NA
0.041,"AP",2233,"American Adjunct Lager",129,"12","American Lager"
0.041,"AP",2233,"American Adjunct Lager",129,"16",NA
0.041,"AP",2233,"American Adjunct Lager",129,"24",NA
0.041,"AP",2233,"American Adjunct Lager",129,"32",NA
0.041,"AP",2233,"American Adjunct Lager",129,"Other",NA
0.05,"AP",2273,"American Adjunct Lager",134,"12","Boxer"
0.05,"AP",2273,"American Adjunct Lager",134,"16",NA
0.05,"AP",2273,"American Adjunct Lager",134,"24",NA
0.05,"AP",2273,"American Adjunct Lager",134,"32",NA
0.05,"AP",2273,"American Adjunct Lager",134,"Other",NA
0.055,"AP",2274,"American Adjunct Lager",134,"12","Boxer Ice"
0.055,"AP",2274,"American Adjunct Lager",134,"16",NA
0.055,"AP",2274,"American Adjunct Lager",134,"24",NA
0.055,"AP",2274,"American Adjunct Lager",134,"32",NA
0.055,"AP",2274,"American Adjunct Lager",134,"Other",NA
0.05,"AP",2276,"American Adjunct Lager",134,"12",NA
0.05,"AP",2276,"American Adjunct Lager",134,"16",NA
0.05,"AP",2276,"American Adjunct Lager",134,"24","Boxer"
0.05,"AP",2276,"American Adjunct Lager",134,"32",NA
0.05,"AP",2276,"American Adjunct Lager",134,"Other",NA
0.047,"AP",2365,"American Adjunct Lager",131,"12","Point Special"
0.047,"AP",2365,"American Adjunct Lager",131,"16",NA
0.047,"AP",2365,"American Adjunct Lager",131,"24",NA
0.047,"AP",2365,"American Adjunct Lager",131,"32",NA
0.047,"AP",2365,"American Adjunct Lager",131,"Other",NA
0.047,"AP",2366,"American Adjunct Lager",131,"12","Point Special (Current)"
0.047,"AP",2366,"American Adjunct Lager",131,"16",NA
0.047,"AP",2366,"American Adjunct Lager",131,"24",NA
0.047,"AP",2366,"American Adjunct Lager",131,"32",NA
0.047,"AP",2366,"American Adjunct Lager",131,"Other",NA
0.05,"AP",2369,"American Adjunct Lager",129,"12","Straub Beer (Current)"
0.05,"AP",2369,"American Adjunct Lager",129,"16",NA
0.05,"AP",2369,"American Adjunct Lager",129,"24",NA
0.05,"AP",2369,"American Adjunct Lager",129,"32",NA
0.05,"AP",2369,"American Adjunct Lager",129,"Other",NA
42,"IBU",28,"American Amber / Red Ale",530,"12",NA
42,"IBU",28,"American Amber / Red Ale",530,"16","Tule Duck Red Ale (Current)"
42,"IBU",28,"American Amber / Red Ale",530,"24",NA
42,"IBU",28,"American Amber / Red Ale",530,"32",NA
42,"IBU",28,"American Amber / Red Ale",530,"Other",NA
24,"IBU",37,"American Amber / Red Ale",155,"12","Ashland Amber Ale"
24,"IBU",37,"American Amber / Red Ale",155,"16",NA
24,"IBU",37,"American Amber / Red Ale",155,"24",NA
24,"IBU",37,"American Amber / Red Ale",155,"32",NA
24,"IBU",37,"American Amber / Red Ale",155,"Other",NA
NA,"IBU",40,"American Amber / Red Ale",410,"12","Atlantic Amber Ale (2007)"
NA,"IBU",40,"American Amber / Red Ale",410,"16",NA
NA,"IBU",40,"American Amber / Red Ale",410,"24",NA
NA,"IBU",40,"American Amber / Red Ale",410,"32",NA
NA,"IBU",40,"American Amber / Red Ale",410,"Other",NA
NA,"IBU",57,"American Amber / Red Ale",84,"12","Red Jacket Amber Ale"
NA,"IBU",57,"American Amber / Red Ale",84,"16",NA
NA,"IBU",57,"American Amber / Red Ale",84,"24",NA
NA,"IBU",57,"American Amber / Red Ale",84,"32",NA
NA,"IBU",57,"American Amber / Red Ale",84,"Other",NA
NA,"IBU",64,"American Amber / Red Ale",548,"12","Liquid Amber Ale"
NA,"IBU",64,"American Amber / Red Ale",548,"16",NA
NA,"IBU",64,"American Amber / Red Ale",548,"24",NA
NA,"IBU",64,"American Amber / Red Ale",548,"32",NA
NA,"IBU",64,"American Amber / Red Ale",548,"Other",NA
18,"IBU",71,"American Amber / Red Ale",82,"12","Fat Tire Amber Ale (2008)"
18,"IBU",71,"American Amber / Red Ale",82,"16",NA
18,"IBU",71,"American Amber / Red Ale",82,"24",NA
18,"IBU",71,"American Amber / Red Ale",82,"32",NA
18,"IBU",71,"American Amber / Red Ale",82,"Other",NA
NA,"IBU",73,"American Amber / Red Ale",534,"12","Real McCoy Amber Ale (Current)"
NA,"IBU",73,"American Amber / Red Ale",534,"16",NA
NA,"IBU",73,"American Amber / Red Ale",534,"24",NA
NA,"IBU",73,"American Amber / Red Ale",534,"32",NA
NA,"IBU",73,"American Amber / Red Ale",534,"Other",NA
15,"IBU",78,"American Amber / Red Ale",171,"12","Boont Amber Ale (2011)"
15,"IBU",78,"American Amber / Red Ale",171,"16",NA
15,"IBU",78,"American Amber / Red Ale",171,"24",NA
15,"IBU",78,"American Amber / Red Ale",171,"32",NA
15,"IBU",78,"American Amber / Red Ale",171,"Other",NA
19,"IBU",83,"American Amber / Red Ale",391,"12","Avalanche Ale"
19,"IBU",83,"American Amber / Red Ale",391,"16",NA
19,"IBU",83,"American Amber / Red Ale",391,"24",NA
19,"IBU",83,"American Amber / Red Ale",391,"32",NA
19,"IBU",83,"American Amber / Red Ale",391,"Other",NA
NA,"IBU",84,"American Amber / Red Ale",424,"12","Rail Yard Ale (2009)"
NA,"IBU",84,"American Amber / Red Ale",424,"16",NA
NA,"IBU",84,"American Amber / Red Ale",424,"24",NA
NA,"IBU",84,"American Amber / Red Ale",424,"32",NA
NA,"IBU",84,"American Amber / Red Ale",424,"Other",NA
NA,"IBU",96,"American Amber / Red Ale",500,"12","Annie's Amber Ale"
NA,"IBU",96,"American Amber / Red Ale",500,"16",NA
NA,"IBU",96,"American Amber / Red Ale",500,"24",NA
NA,"IBU",96,"American Amber / Red Ale",500,"32",NA
NA,"IBU",96,"American Amber / Red Ale",500,"Other",NA
24,"IBU",120,"American Amber / Red Ale",101,"12","Hurricane Amber Ale"
24,"IBU",120,"American Amber / Red Ale",101,"16",NA
24,"IBU",120,"American Amber / Red Ale",101,"24",NA
24,"IBU",120,"American Amber / Red Ale",101,"32",NA
24,"IBU",120,"American Amber / Red Ale",101,"Other",NA
20,"IBU",124,"American Amber / Red Ale",30,"12","Epicenter Amber Ale (2010)"
20,"IBU",124,"American Amber / Red Ale",30,"16",NA
20,"IBU",124,"American Amber / Red Ale",30,"24",NA
20,"IBU",124,"American Amber / Red Ale",30,"32",NA
20,"IBU",124,"American Amber / Red Ale",30,"Other",NA
NA,"IBU",125,"American Amber / Red Ale",158,"12","Lumberyard Red Ale"
NA,"IBU",125,"American Amber / Red Ale",158,"16",NA
NA,"IBU",125,"American Amber / Red Ale",158,"24",NA
NA,"IBU",125,"American Amber / Red Ale",158,"32",NA
NA,"IBU",125,"American Amber / Red Ale",158,"Other",NA
NA,"IBU",143,"American Amber / Red Ale",536,"12","Grand Canyon Sunset Amber Ale"
NA,"IBU",143,"American Amber / Red Ale",536,"16",NA
NA,"IBU",143,"American Amber / Red Ale",536,"24",NA
NA,"IBU",143,"American Amber / Red Ale",536,"32",NA
NA,"IBU",143,"American Amber / Red Ale",536,"Other",NA
NA,"IBU",161,"American Amber / Red Ale",551,"12","Red Mountain Ale"
NA,"IBU",161,"American Amber / Red Ale",551,"16",NA
NA,"IBU",161,"American Amber / Red Ale",551,"24",NA
NA,"IBU",161,"American Amber / Red Ale",551,"32",NA
NA,"IBU",161,"American Amber / Red Ale",551,"Other",NA
35,"IBU",170,"American Amber / Red Ale",182,"12",NA
35,"IBU",170,"American Amber / Red Ale",182,"16","Native Amber (2013)"
35,"IBU",170,"American Amber / Red Ale",182,"24",NA
35,"IBU",170,"American Amber / Red Ale",182,"32",NA
35,"IBU",170,"American Amber / Red Ale",182,"Other",NA
24,"IBU",171,"American Amber / Red Ale",284,"12",NA
24,"IBU",171,"American Amber / Red Ale",284,"16","Louie’s Demise Immort-Ale (2010)"
24,"IBU",171,"American Amber / Red Ale",284,"24",NA
24,"IBU",171,"American Amber / Red Ale",284,"32",NA
24,"IBU",171,"American Amber / Red Ale",284,"Other",NA
NA,"IBU",174,"American Amber / Red Ale",552,"12","Mickey Finn's Amber Ale"
NA,"IBU",174,"American Amber / Red Ale",552,"16",NA
NA,"IBU",174,"American Amber / Red Ale",552,"24",NA
NA,"IBU",174,"American Amber / Red Ale",552,"32",NA
NA,"IBU",174,"American Amber / Red Ale",552,"Other",NA
NA,"IBU",220,"American Amber / Red Ale",386,"12","Colorado Red Ale"
NA,"IBU",220,"American Amber / Red Ale",386,"16",NA
NA,"IBU",220,"American Amber / Red Ale",386,"24",NA
NA,"IBU",220,"American Amber / Red Ale",386,"32",NA
NA,"IBU",220,"American Amber / Red Ale",386,"Other",NA
NA,"IBU",327,"American Amber / Red Ale",549,"12","Wapiti Amber Ale"
NA,"IBU",327,"American Amber / Red Ale",549,"16",NA
NA,"IBU",327,"American Amber / Red Ale",549,"24",NA
NA,"IBU",327,"American Amber / Red Ale",549,"32",NA
NA,"IBU",327,"American Amber / Red Ale",549,"Other",NA
27,"IBU",339,"American Amber / Red Ale",487,"12","Copper Hook (2011)"
27,"IBU",339,"American Amber / Red Ale",487,"16",NA
27,"IBU",339,"American Amber / Red Ale",487,"24",NA
27,"IBU",339,"American Amber / Red Ale",487,"32",NA
27,"IBU",339,"American Amber / Red Ale",487,"Other",NA
25,"IBU",356,"American Amber / Red Ale",63,"12","Crazy Mountain Amber Ale"
25,"IBU",356,"American Amber / Red Ale",63,"16",NA
25,"IBU",356,"American Amber / Red Ale",63,"24",NA
25,"IBU",356,"American Amber / Red Ale",63,"32",NA
25,"IBU",356,"American Amber / Red Ale",63,"Other",NA
NA,"IBU",470,"American Amber / Red Ale",219,"12","Bozone Select Amber Ale"
NA,"IBU",470,"American Amber / Red Ale",219,"16",NA
NA,"IBU",470,"American Amber / Red Ale",219,"24",NA
NA,"IBU",470,"American Amber / Red Ale",219,"32",NA
NA,"IBU",470,"American Amber / Red Ale",219,"Other",NA
NA,"IBU",473,"American Amber / Red Ale",537,"12","Lewis & Clark Amber Ale"
NA,"IBU",473,"American Amber / Red Ale",537,"16",NA
NA,"IBU",473,"American Amber / Red Ale",537,"24",NA
NA,"IBU",473,"American Amber / Red Ale",537,"32",NA
NA,"IBU",473,"American Amber / Red Ale",537,"Other",NA
28,"IBU",494,"American Amber / Red Ale",152,"12","Perfect Tin Amber"
28,"IBU",494,"American Amber / Red Ale",152,"16",NA
28,"IBU",494,"American Amber / Red Ale",152,"24",NA
28,"IBU",494,"American Amber / Red Ale",152,"32",NA
28,"IBU",494,"American Amber / Red Ale",152,"Other",NA
60,"IBU",497,"American Amber / Red Ale",362,"12",NA
60,"IBU",497,"American Amber / Red Ale",362,"16","Hilliard's Amber Ale"
60,"IBU",497,"American Amber / Red Ale",362,"24",NA
60,"IBU",497,"American Amber / Red Ale",362,"32",NA
60,"IBU",497,"American Amber / Red Ale",362,"Other",NA
25,"IBU",517,"American Amber / Red Ale",365,"12",NA
